protein,fat,milk,herd_test_day_solution_for_milk_energy_yield,sire,father_of_sire,mother_of_sire
1037.62775,1255.1962,34.7070956625,0.076106103666625,1768,1551,1757
1011.54282258065,1303.33970430108,33.8406211693548,0.0596445434888441,1769,1550,1760
938.348407460545,1193.76701578192,32.3895421951219,-0.23319008180703,1811,1249,934
972.206009174312,1210.27698776758,33.8493353669725,-0.295156255284404,1812,852,934
951.215767366721,1231.9517447496,31.5119737479806,-0.436663681642128,1896,985,1699
1048.55198072805,1265.46357601713,34.652974261242,-0.504896414702462,1901,1509,1725
1019.75940594059,1272.3726874116,33.0452740594059,-0.115262263811174,1903,1028,1339
995.529944827586,1251.74384827586,32.2696255862069,-0.438025940873931,1904,1432,1378
1019.37314614344,1299.48748082995,33.2306343730266,-0.423679228856856,2077,1407,854
972.063674762408,1213.98318901795,32.8360134424498,-0.196307009430623,2081,1517,870
943.203414285714,1170.51384285714,31.5351602714286,-0.709104772266286,2091,1517,860
956.356023688663,1187.58137055838,32.5528339086294,-0.578209409508122,2232,790,870
1061.21712680014,1280.55335440815,35.5851404776958,0.0649548212347383,2275,1541,1716
1018.23024469821,1300.11110929853,32.8628174877651,0.190065516040865,2276,1347,1316
998.506946410516,1278.83348837209,32.281381041456,0.268681006837816,2277,1319,1316
1030.77502401537,1228.29029779059,34.6312360614793,0.35764035866196,2278,1554,1349
1043.22859296482,1295.6241080402,34.9714847613065,-0.0374035717061558,2312,1525,1725
1031.30482339956,1240.04746136865,34.5763191169978,-0.00221000910695364,2334,1026,1760
1016.511278826,1239.00028301887,34.0983669706499,-0.199334509344235,2372,1513,1345
981.360532846715,1196.63119708029,32.5629398248175,-0.412439813953285,2385,1424,1365
1054.07498416281,1263.57004186842,34.7601915221903,0.098293717786664,2387,1541,1738
959.393945425361,1278.28203852327,32.3267534510433,0.0457874697397753,2391,1739,1762
935.028531187123,1192.51883299799,31.1858384104628,0.0690743112712274,2493,1393,1577
948.331526908636,1210.81760951189,31.745977146433,-0.0940537493715895,2708,1545,1720
1095.956288,1313.25584,36.210292624,-0.22300527075984,2714,1531,1727
979.566854917235,1215.24314508277,32.0960309152872,-0.551529552007011,2716,1024,1707
946.204361525705,1188.03273631841,31.2878582587065,-0.450329233098342,2718,1024,1733
938.596115384615,1191.33569230769,31.2883330769231,-0.341559363979231,2719,1527,1723
990.131215469613,1205.70944751381,33.0409888581952,-0.135422121217127,2721,1024,1756
1002.73505956552,1275.39070777856,33.0859290749825,-0.0821977652164681,2730,2040,2484
1006.2670326087,1252.05494565217,34.0221444673913,-0.131324501441304,2733,1530,2521
990.862010367741,1306.98155275939,32.730848129937,0.218825684050125,2748,1499,1786
982.958603389831,1246.40389152542,32.1933709762712,-0.34353399749417,2749,2524,2249
923.021858802502,1151.25035746202,30.0490049865952,-1.12824322277212,2754,1502,1849
977.344154057772,1240.34718019257,33.1498569188446,-0.513263064718569,2755,1517,1854
974.651735106998,1254.64290919607,32.8277614227877,-0.462848434576518,2756,1425,1827
1023.96865272938,1266.04386759582,34.3878025087108,-0.109953364752265,2759,1498,2649
990.156837944664,1267.06088274045,32.56290828722,-0.278836088570883,2761,1501,1835
954.396069114471,1273.38976241901,30.6978233909287,-0.173451746158747,2766,2040,1838
962.103643617021,1235.77551861702,32.489258537234,-0.42075719722859,2767,942,1881
997.414313313036,1248.78250871852,32.8405475931359,0.113208370231525,2770,2404,1786
913.035406427221,1197.40495274102,30.0547823440454,-0.998834205960681,2771,1421,1844
937.632727272727,1164.25599282297,31.5859372009569,-0.246525251645694,2772,1517,1874
991.799334836528,1286.8083427283,33.5792568996618,-0.223225494562232,2775,1529,1885
977.953509803922,1209.68876470588,32.5241608627451,-0.354910850332353,2777,1427,1823
971.147834697105,1243.58174241903,32.6177893687685,-0.530437945084817,2778,1517,1853
994.98524137931,1239.53517241379,32.5272507931034,-0.297848691730345,2779,1421,2328
949.806330434783,1253.27100869565,32.356741026087,-0.392940920690435,2780,1007,1841
971.689664804469,1239.32717877095,32.8427563128492,-0.234905079603911,2781,1523,1863
1008.43679389313,1247.97677862595,32.8139593740458,-0.685700687578931,2782,2040,1889
927.915927007299,1194.07359124088,30.1238195620438,-0.269265622475474,2783,2369,1829
952.86678111588,1220.15404864092,31.9008275250358,-0.84428999924721,2784,1502,1848
982.905344827586,1213.18712981744,32.2964620993915,-0.2977718688786,2785,1497,1784
949.599899244333,1217.44241813602,30.9420153778338,-0.232070153296348,2786,977,1804
960.160843023256,1187.04873546512,32.683991744186,-0.397617681420349,2788,1026,1895
953.660134874759,1226.2005973025,31.8094484585742,-0.974981483980154,2789,942,1876
920.852698412698,1204.71368253968,30.6080111587302,-0.578027624898571,2790,1529,1783
951.815092165899,1225.66347926267,32.0528014285714,-0.797065140703687,2791,1529,1854
957.296166134185,1215.37947284345,32.116589456869,-0.494578746242173,2792,1435,1858
978.033710691824,1211.22037735849,32.7121623018868,-0.162567277813082,2793,1007,1843
958.239476744186,1214.17065406977,32.2642886337209,-0.346727774229797,2795,1010,1867
941.599285714286,1151.66221574344,31.6141889650146,-0.537970737827988,2796,1523,1867
966.775652173913,1203.47364130435,32.6743630027174,-0.29813514823519,2797,1524,1853
1017.94545205479,1247.41917808219,34.0442675616438,-0.115544262303014,2798,1531,2673
1037.10584298584,1297.00441441441,34.7278758172458,-0.0808984592433719,2799,2511,1871
982.646567413385,1252.79562084319,31.9163304817031,-0.111701220831782,2801,1427,1823
1009.64417582418,1234.05954212454,32.3651446886447,-0.39301369450696,2802,2526,2055
994.415907335907,1235.2106048906,32.1851285328185,-0.329205631537838,2804,1436,1860
999.025468053492,1278.97043090639,32.8042236552749,-0.26367167689688,2805,1529,1857
967.051656050955,1191.81951875442,32.0614563977353,-0.631238895823708,2806,1024,1884
953.554983351831,1188.48,31.9114545948946,-0.712091730789789,2807,1344,1891
987.170293948127,1173.97197694524,33.2006231527378,-0.29103048409804,2808,2336,1890
988.967849633641,1274.60981522778,33.024238302007,-0.220785865847658,2809,1545,1869
992.75124600639,1257.84191693291,32.603522971246,-0.301731393068477,2810,2433,2429
976.155501355014,1199.33887533875,32.2895322086721,-0.911366925521138,2812,1520,2676
1006.81580065359,1256.88259803922,33.6736253594771,-0.0331550513130719,2813,2511,2491
978.68144486692,1178.97339670469,32.978578365019,-0.113757765166793,2814,1532,2688
1033.29593172119,1315.17384068279,34.2467508392603,-0.249653833662304,2815,1347,1883
955.299488,1260.038032,30.49838312,-0.20420812529072,2816,1545,1845
990.952520775623,1231.1895567867,33.9047027700831,-0.168526915595983,2817,1541,2689
961.92027124774,1259.72027124774,31.5570740867993,-0.906515393955515,2818,1545,1852
993.119311531842,1255.35356282272,32.5486588468158,-0.886299278046299,2820,1436,2373
975.468953687822,1238.14454545455,31.8542615951973,-0.80355927867187,2821,1370,1880
1085.35405626134,1305.10366606171,35.6790016061706,-0.126108136886479,2822,1564,2616
938.118380566802,1201.83665991903,31.4269160526316,-0.36334011616498,2823,965,1891
1020.05034623218,1292.6800814664,33.748813095723,0.353672461609572,2824,1340,1897
1042.83136425648,1267.90517053206,35.2472211323329,-0.290574847425784,2825,1571,2717
991.690384215992,1317.0159709242,32.1934209345794,-0.471654185877362,2826,1107,1803
952.0510625,1166.765234375,32.164101046875,-0.200289506004063,2827,881,1878
1031.78320827943,1290.16342820181,35.4433215782665,-0.175661321714748,2828,1570,2707
1046.90841232227,1287.55780805687,35.0221465047393,0.273382325824408,2829,1147,2582
984.879169062557,1219.09490064724,31.9884043468778,0.231578930570257,2838,1806,2495
980.816197564646,1264.87492105623,32.7285549621015,0.0954909809622821,2839,1489,1917
1023.66597383721,1288.55613372093,33.4312151598837,0.379090527647093,2842,1525,2342
963.503351866561,1189.0625655282,32.5363087450357,-0.215612919676172,2843,1502,1930
978.362464363683,1187.04168357519,33.0783154719404,-0.97968717106733,2848,1517,1847
974.673489932886,1248.51593044539,32.4288786028066,-0.201532419672544,2854,2040,2195
957.32661529342,1184.53595732069,32.6024315530528,-0.312832610665145,2860,1517,1847
962.650782199569,1202.87595177416,31.6372269554989,-0.489633117764046,2861,1502,1865
958.3443780135,1192.65367405979,32.3641841658631,-1.04239305781225,2862,1372,1933
975.32387345679,1241.4574537037,32.7245439969136,-0.538906295070525,2864,1538,1906
990.51908045977,1257.35816091954,33.1082988888889,-0.157792558809579,2865,1555,1924
1019.49222672065,1193.09064777328,33.9342018623482,-0.239232871060054,2866,1348,2520
1015.15863733906,1327.22092274678,33.9941758261803,0.0513655303168455,2867,1541,2486
959.057561349693,1222.62529141104,32.5889083895706,-0.915615494219325,2868,878,1928
1010.26444123314,1214.6502504817,33.9007494990366,0.150823119999422,2869,1563,2280
947.635409090909,1229.67584848485,30.6349137424242,-0.558957516675455,2870,792,2106
993.260326741187,1275.19236457438,32.2416117024936,-0.209225125361909,2871,881,1926
956.129472025217,1205.22224586288,32.2567823010244,-0.101630631289046,2875,2524,2215
967.869368101408,1211.72079739692,32.6870007399228,-0.366278370018047,2888,1483,2567
980.887363485935,1222.30846111418,32.8543940099283,-0.184444017164534,2893,2018,2131
1028.90195517774,1256.85881761978,34.6309901004637,-0.369743440766615,2899,2524,2230
1021.59586845466,1264.70703703704,34.0294409642401,-0.415457780143167,2900,2052,2254
991.966231647635,1281.32150897227,32.4384280179445,-0.170028073119413,2903,1541,2244
985.61606557377,1286.70928961749,32.9401065634487,-0.0774679935463874,2904,1541,2203
973.07066375969,1198.31837209302,32.3257794379845,-0.102011697860417,2905,2511,2223
993.077262569832,1219.89362011173,33.1304627709497,0.212188840059218,2906,1516,2238
996.236927985415,1253.65290793072,32.7018780082042,-0.57180997025629,2912,802,1966
1002.82963553531,1249.33880410023,33.2166213895216,-0.352916500996355,2916,1517,1974
997.42045045045,1234.35200772201,33.055938030888,-0.118181810380438,2918,1424,1956
955.5871863581,1214.42897076736,31.0343561388551,-0.271364614374787,2919,1545,1965
965.479549132948,1221.33584971098,31.6541907861272,0.0402584658069364,2920,2511,1964
962.024903954802,1190.10809039548,32.6396431073446,-0.0311968241292655,2922,1541,2634
930.311150159744,1209.12964399817,31.1690175079872,0.100248759657097,2923,2490,2678
979.840786516854,1219.71450686642,32.8889659051186,0.00751730564144819,2924,2490,2678
984.212271126761,1242.44464788732,32.552911056338,-1.01234960357694,2925,881,1968
975.037584204414,1202.38283391405,32.4938793495935,-0.139690996003252,2926,2040,1973
1025.33599592114,1269.45072739633,33.6504018218899,-0.202865337078246,2927,1370,1971
957.925741239892,1201.28990566038,31.3902263207547,0.0455546865561995,2932,2524,2242
1018.87726928896,1272.63637670197,33.5989009379728,-0.398649017988275,2942,1525,2201
976.687268085106,1248.02250212766,32.0123558042553,-0.13773421594817,2943,2052,2251
1030.59176607977,1272.10294107079,34.7631433021919,-0.169933846190693,2947,1554,2521
1010.17712632357,1225.58067717311,33.3149157818271,-0.807054284876287,2959,2447,1988
1001.37353413655,1225.33645247657,32.3595245515395,-0.402885535236885,2961,1515,1992
942.085763837638,1203.04512915129,30.9938228560886,-0.748197527632841,2962,1107,1987
967.352236727589,1237.66456048738,32.837793124456,-1.04179642029774,2963,1037,1925
964.77735966736,1202.24335412335,32.8636856479556,-0.00476732346403326,2964,1750,2691
1017.4113029316,1305.13231270358,33.9833128175896,-0.308122422388762,2965,2052,1996
1049.29076693969,1327.648183172,34.589281347729,-0.57267421787432,2966,2349,2538
933.108790273556,1185.15463829787,32.0749332705167,-0.0904436626882675,2970,2018,2076
1001.7328832788,1288.21544765915,33.5983325503139,0.104938098598128,2973,2505,1911
977.062665929203,1217.17193584071,32.7516289159292,-0.102170207661947,2977,1530,2549
940.729833978971,1182.75026563365,31.0534720143885,-0.834936617974433,2981,1024,2116
987.18103843009,1275.19493867539,32.3997008176615,-0.200435534809076,2986,2040,2045
965.281612903226,1250.09884615385,32.1754821712159,0.102370874269603,2991,1511,2049
1028.52304918033,1255.32803278689,34.402105147541,0.0160491274954098,2992,1513,2107
1006.87246220678,1279.69860469157,32.8918202797567,0.337140501924205,3001,2408,1780
990.933727034121,1207.51304461942,32.676127335958,-0.472661907325459,3007,2052,2537
988.700201586308,1231.03659446031,32.6586275172843,-0.0677520052688817,3009,1482,1999
1046.21001295337,1287.13867227979,34.5602407836788,-0.146402224695402,3014,2449,2004
943.290082730093,1236.74526370217,31.8150248500517,-0.146303181030817,3019,1107,2065
983.369656203289,1223.27820627803,32.6024690284006,-0.0435156075608371,3022,2510,2114
994.545860215054,1230.46178763441,32.5237947043011,-0.488525571499462,3024,1346,2527
916.076104783599,1122.12170842825,31.4364269020501,-0.0771800364429385,3025,1517,2074
997.092543595911,1238.46723992784,32.9920642633794,-0.372968645187553,3039,2403,2012
983.16733933162,1239.46347043702,32.6275222365039,-0.189913624607841,3042,2040,2029
929.185151515151,1209.50428787879,31.6206736212121,-0.333698850747879,3044,1538,1969
945.829452887538,1185.11088145897,31.8898579027356,-0.0949628711913374,3046,1513,2117
954.488196125908,1190.25078692494,31.7916668280872,0.281917994766344,3048,1530,2072
975.347538448991,1234.376443847,32.7555115063266,-0.0384384016615747,3049,1806,2022
978.216255033557,1237.97417449664,31.9634626577181,-0.448576023182416,3054,1501,2001
1000.3236353881,1302.4407362585,31.7971246560153,-0.0376686609364791,3057,1421,1936
994.666805421104,1245.2287124879,33.3047222749274,0.25951046412759,3060,1509,2559
954.442659574468,1167.3597606383,32.6089053324468,-0.616067241848936,3066,1517,2009
921.559853420195,1173.18407166124,30.0783185504886,-0.684277845314984,3069,1089,1818
948.790415800416,1206.52228690229,31.3084200623701,-0.7225904849842,3070,1502,1945
944.049789103691,1218.23894551845,31.1667658699473,-0.845700171889455,3072,1421,1785
977.510400363967,1258.414422202,32.5402397816197,0.203368734536488,3077,2524,1955
983.252325227964,1221.0867781155,31.9073737537994,-0.429706406327085,3078,1514,1954
979.482968337731,1201.3345646438,32.7355702902375,-0.341673700476781,3079,2524,2459
947.92195622435,1203.08633378933,32.1958134199726,-0.637130016235157,3082,1517,2044
1006.27524966262,1286.00168690958,33.3848438461538,-0.2324140357583,3087,1509,1846
981.09399577167,1255.49604651163,32.2111683932347,-0.56512823064186,3089,1421,1913
935.797291960508,1193.26736248237,31.9864232157969,-0.521781705008745,3090,1517,1932
1006.23892857143,1249.55002491694,32.8084521179402,0.311631156782558,3092,1024,2668
968.422164383562,1210.54178082192,32.3567332054795,-0.57942775440411,3097,1517,1873
974.2722406639,1251.74630705394,32.6719077869986,-0.246287221874827,3100,2040,1862
1010.36899071064,1288.15411759068,32.9286457510963,0.0855414356208041,3102,1834,2099
990.608665091553,1210.6841287655,32.9466360838748,0.33069455315635,3119,914,2026
1019.15535037098,1250.50105523495,34.1059722176422,-0.302504287011542,3121,1542,2712
1005.76538194444,1246.36608630952,33.2061168154762,0.177736946920883,3122,1024,1978
